year,country,gov_party,value,gdp,tax_rate_variation_per_gov,tax_rate_variation_per_year,gdp_variation_per_gov,gdp_variation_per_year
2000,Australia,1,26.596612,415844972940.0,,,,
2001,Australia,1,23.070763,379357823193.0,-0.13256759921150862,-0.13256759921150862,-0.08774219269512373,-0.08774219269512373
2002,Australia,1,23.507561,395573025330.0,0.01893296723649751,0.01893296723649751,0.042743819016354934,0.042743819016354934
2003,Australia,1,23.94136,467497961561.0,0.018453594568998533,0.018453594568998533,0.18182467363895172,0.18182467363895172
2004,Australia,1,23.88431,614326362214.0,-0.0023829055659327913,-0.0023829055659327913,0.31407281469791304,0.31407281469791304
2005,Australia,1,24.218502,695305000207.0,0.013992114488549312,0.013992114488549312,0.13181696728943426,0.13181696728943426
2006,Australia,1,23.978454,747907432137.0,-0.00991176085126988,-0.00991176085126988,0.07565375182738454,0.07565375182738454
2007,Australia,2,23.359245,854427259166.0,,-0.025823558099283495,,0.1424238113594356
2008,Australia,5,22.547911,1055686110666.0,,-0.034732886272651475,,0.23554825684804026
2009,Australia,5,22.057972,928629769752.0,-0.021728797847392567,-0.021728797847392567,-0.12035427920316588,-0.12035427920316588
2010,Australia,5,22.282927,1148569537285.0,0.010198353683647854,0.010198353683647854,0.23684333056836748,0.23684333056836748
2011,Australia,5,22.272928,1398456161408.0,-0.0004487291997142817,-0.0004487291997142817,0.2175633394506391,0.2175633394506391
2012,Australia,5,22.952915,1546952690140.0,0.03052975342981412,0.03052975342981412,0.10618604489002359,0.10618604489002359
2013,Australia,4,23.103308,1576329690004.0,,0.006552239661062442,,0.018990238066906473
2014,Australia,1,23.355111,1467589901175.0,,0.010899001995731572,,-0.06898289711762273
2015,Australia,1,24.068137,1350580336317.0,0.030529762842916863,0.030529762842916863,-0.07972906107102429,-0.07972906107102429
2016,Australia,1,24.308207,1206562910557.0,0.009974598366296439,0.009974598366296439,-0.10663373505994622,-0.10663373505994622
2017,Australia,1,24.356725,1326467487376.0,0.001995951408509944,0.001995951408509944,0.09937697882959706,0.09937697882959706
2018,Australia,1,24.645486,1428266513154.0,0.011855493708616383,0.011855493708616383,0.07674445604345537,0.07674445604345537
2019,Australia,1,23.638534,1392218527563.0,-0.040857461686898744,-0.040857461686898744,-0.025238976940932578,-0.025238976940932578
2020,Australia,1,24.079812,1326944627877.0,0.01866773971685376,0.01866773971685376,-0.04688480895327418,-0.04688480895327418
2021,Australia,1,23.223937,1552703151616.0,-0.03554325922478141,-0.03554325922478141,0.17013409527132617,0.17013409527132617
2000,Austria,2,30.963729,197289625480.0,,,,
2001,Austria,1,31.393693,197508773215.0,,0.013886053582241376,,0.0011107919864858928
2002,Austria,1,31.603978,214394866675.0,0.0066983199459842435,0.0066983199459842435,0.08549540957159651,0.08549540957159651
2003,Austria,1,31.996964,262273631180.0,0.012434700467137239,0.012434700467137239,0.22332047985821957,0.22332047985821957
2004,Austria,1,33.222679,301457562039.0,0.03830722814827059,0.03830722814827059,0.14940095457826574,0.14940095457826574
2005,Austria,1,33.038171,316092273276.0,-0.00555367614995772,-0.00555367614995772,0.048546505644156523,0.048546505644156523
2006,Austria,1,33.439199,336280064332.0,0.012138323274614837,0.012138323274614837,0.06386676538079361,0.06386676538079361
2007,Austria,3,33.835085,389185571506.0,,0.011838979755465884,,0.15732573169061803
2008,Austria,3,34.263553,432051935643.0,0.012663423189272383,0.012663423189272383,0.11014376501966261,0.11014376501966261
2009,Austria,3,32.786954,401758735822.0,-0.04309532639536828,-0.04309532639536828,-0.07011471844447648,-0.07011471844447648
2010,Austria,3,33.071075,392275107259.0,0.008665672328085128,0.008665672328085128,-0.023605282766525182,-0.023605282766525182
2011,Austria,3,33.550145,431685217368.0,0.014486072799266392,0.014486072799266392,0.10046548807130762,0.10046548807130762
2012,Austria,3,33.937322,409401816051.0,0.011540248186706847,0.011540248186706847,-0.0516195607828841,-0.0516195607828841
2013,Austria,3,34.381713,430190979706.0,0.013094462786427119,0.013094462786427119,0.050779363549306344,0.050779363549306344
2014,Austria,3,34.681248,442584815286.0,0.00871204410321269,0.00871204410321269,0.02881007776701905,0.02881007776701905
2015,Austria,3,35.040655,381971148531.0,0.010363150714761016,0.010363150714761016,-0.13695378752619702,-0.13695378752619702
2016,Austria,3,32.10617,395837353032.0,-0.08374515259489301,-0.08374515259489301,0.03630170643601538,0.03630170643601538
2017,Austria,3,32.430503,417261151845.0,0.010101890072842679,0.010101890072842679,0.05412273159392322,0.05412273159392322
2018,Austria,1,32.790136,454991174096.0,,0.011089343880975155,,0.09042304102399545
2019,Austria,1,33.209427,444621176101.0,0.012787107683847498,0.012787107683847498,-0.02279164648765697,-0.02279164648765697
2020,Austria,2,32.706375,435225238000.0,,-0.015147867501598133,,-0.021132457485258493
2021,Austria,2,33.173103,480368403893.0,0.014270245479665489,0.014270245479665489,0.1037236859251256,0.1037236859251256
2000,Belgium,3,43.007566,236792460312.0,,,,
2001,Belgium,3,42.963909,236746141604.0,-0.001015100459300533,-0.001015100459300533,-0.00019560888019398703,-0.00019560888019398703
2002,Belgium,3,42.655726,258383599375.0,-0.007173067050300297,-0.007173067050300297,0.09139518652511969,0.09139518652511969
2003,Belgium,3,41.985724,318082528507.0,-0.015707199544558348,-0.015707199544558348,0.23104767205195986,0.23104767205195986
2004,Belgium,3,41.912911,369214712443.0,-0.0017342323309703644,-0.0017342323309703644,0.16075131248485008,0.16075131248485008
2005,Belgium,3,41.991336,385714762230.0,0.0018711418063994678,0.0018711418063994678,0.04468957826144937,0.04468957826144937
2006,Belgium,3,41.92159,408259840869.0,-0.001660961680285511,-0.001660961680285511,0.05845013166894675,0.05845013166894675
2007,Belgium,3,42.065326,470922156309.0,0.0034286867458985792,0.0034286867458985792,0.1534863564014044,0.1534863564014044
2008,Belgium,2,42.490295,517328087920.0,,0.010102596138206632,,0.09854268054559379
2009,Belgium,2,42.291413,483254171098.0,-0.004680645309711462,-0.004680645309711462,-0.06586519776840194,-0.06586519776840194
2010,Belgium,2,42.718262,481420882905.0,0.010093041819151383,0.010093041819151383,-0.0037936313903604857,-0.0037936313903604857
2011,Belgium,2,42.826743,523330354138.0,0.002539452564807032,0.002539452564807032,0.08705370440124871,0.08705370440124871
2012,Belgium,3,42.711272,496152879925.0,,-0.0026962358543118903,,-0.051931775021468396
2013,Belgium,3,42.400234,521791015247.0,-0.0072823398937873485,-0.0072823398937873485,0.05167386174574973,0.05167386174574973
2014,Belgium,2,42.3566,535390200131.0,,-0.0010290980941284333,,0.02606251255124148
2015,Belgium,1,42.009104,462335574841.0,,-0.0082040579272179,,-0.13645118134796808
2016,Belgium,1,40.735965,476062757357.0,-0.03030626408980297,-0.03030626408980297,0.029690950173412167,0.029690950173412167
2017,Belgium,1,40.583742,502764720556.0,-0.0037368207675944065,-0.0037368207675944065,0.05608916636798833,0.05608916636798833
2018,Belgium,1,39.889083,543299066999.0,-0.017116681847622717,-0.017116681847622717,0.08062289334496997,0.08062289334496997
2019,Belgium,1,39.359406,535865692402.0,-0.013278745966659566,-0.013278745966659566,-0.013681920416428128,-0.013681920416428128
2020,Belgium,2,39.299145,525213067068.0,,-0.0015310444471645646,,-0.01987928222508506
2021,Belgium,3,39.479517,594351961634.0,,0.004589718173257928,,0.13163970757994958
2000,Canada,1,26.931846,744773415932.0,,,,
2001,Canada,1,25.42703,738962729045.0,-0.0558749667586842,-0.0558749667586842,-0.007801952597527362,-0.007801952597527362
2002,Canada,1,25.327466,760649334098.0,-0.003915675562580323,-0.003915675562580323,0.029347359752536883,0.029347359752536883
2003,Canada,1,25.342781,895540646635.0,0.0006046795206435807,0.0006046795206435807,0.17733705465864635,0.17733705465864635
2004,Canada,1,25.580223,1026690238278.0,0.009369216424985227,0.009369216424985227,0.1464473914565414,0.1464473914565414
2005,Canada,1,25.800946,1173108598779.0,0.008628658162987746,0.008628658162987746,0.14261201192150996,0.14261201192150996
2006,Canada,1,25.915323,1319264809591.0,0.004433054508931722,0.004433054508931722,0.12458881553176138,0.12458881553176138
2007,Canada,1,25.515911,1468820407783.0,-0.01541219455377818,-0.01541219455377818,0.11336283443986162,0.11336283443986162
2008,Canada,1,25.541083,1552989690722.0,0.0009865217040458951,0.0009865217040458951,0.05730399883675563,0.05730399883675563
2009,Canada,1,25.284098,1374625142157.0,-0.010061632860282388,-0.010061632860282388,-0.11485237128784587,-0.11485237128784587
2010,Canada,1,24.978532,1617343367486.0,-0.012085303576975459,-0.012085303576975459,0.1765704830250212,0.1765704830250212
2011,Canada,1,24.999532,1793326630175.0,0.0008407219447483794,0.0008407219447483794,0.10881008091840672,0.10881008091840672
2012,Canada,1,24.891957,1828366481522.0,-0.004303080553667904,-0.004303080553667904,0.019539023598607264,0.019539023598607264
2013,Canada,1,25.039644,1846597421835.0,0.005933121288936638,0.005933121288936638,0.00997116305579171,0.00997116305579171
2014,Canada,1,25.271235,1805749878440.0,0.009248973348023659,0.009248973348023659,-0.02212043779115047,-0.02212043779115047
2015,Canada,1,25.282367,1556508816217.0,0.0004405008302919011,0.0004405008302919011,-0.13802634860943264,-0.13802634860943264
2016,Canada,1,24.747287,1527994741907.0,-0.021164157612299506,-0.021164157612299506,-0.01831925011469049,-0.01831925011469049
2017,Canada,1,24.623659,1649265644244.0,-0.004995618307574445,-0.004995618307574445,0.07936604689205207,0.07936604689205207
2018,Canada,1,24.630698,1725297938436.0,0.00028586328295077124,0.00028586328295077124,0.046100696062732816,0.046100696062732816
2019,Canada,1,24.60624,1743725183673.0,-0.0009929885056444432,-0.0009929885056444432,0.010680616272980892,0.010680616272980892
2020,Canada,1,25.072216,1647598402303.0,0.018937310210743297,0.018937310210743297,-0.05512725415109143,-0.05512725415109143
2021,Canada,1,25.303261,2001486745424.0,0.009215180660536726,0.009215180660536726,0.2147904141120418,0.2147904141120418
2000,Czech Republic,4,22.490772,61823494487.0,,,,
2001,Czech Republic,4,22.493797,67808695574.0,0.000134499607216787,0.000134499607216787,0.09681110937943727,0.09681110937943727
2002,Czech Republic,4,23.016582,82196206090.0,0.023241296256029997,0.023241296256029997,0.212177957328479,0.212177957328479
2003,Czech Republic,3,23.337174,100090467581.0,,0.013928740592326072,,0.2177017935767842
2004,Czech Republic,3,23.749761,119814667458.0,0.017679389972410586,0.017679389972410586,0.1970637199894969,0.1970637199894969
2005,Czech Republic,3,24.034239,137143375920.0,0.011978141590561764,0.011978141590561764,0.14462927477618237,0.14462927477618237
2006,Czech Republic,3,22.410384,156264210926.0,-0.0675642361715717,-0.0675642361715717,0.1394222278526509,0.1394222278526509
2007,Czech Republic,2,22.892411,190184113270.0,,0.02150909149972624,,0.21706763271638052
2008,Czech Republic,2,23.639452,236816948160.0,0.032632692117924966,0.032632692117924966,0.24519837166312852,0.24519837166312852
2009,Czech Republic,2,22.287958,207434296805.0,-0.057171122240904704,-0.057171122240904704,-0.12407326242186123,-0.12407326242186123
2010,Czech Republic,1,22.454587,209069940963.0,,0.007476189608756512,,0.0078851192073488
2011,Czech Republic,1,23.09385,229562733399.0,0.028469149755459666,0.028469149755459666,0.09801883686199875,0.09801883686199875
2012,Czech Republic,1,22.88843,208857719321.0,-0.00889500884434602,-0.00889500884434602,-0.09019327210228367,-0.09019327210228367
2013,Czech Republic,1,22.871238,211685616593.0,-0.0007511218550156906,-0.0007511218550156906,0.013539826448328185,0.013539826448328185
2014,Czech Republic,3,23.103091,209358834156.0,,0.010137317446480054,,-0.010991688875459205
2015,Czech Republic,3,23.352607,188033050460.0,0.010800113283542911,0.010800113283542911,-0.10186235408680899,-0.10186235408680899
2016,Czech Republic,3,23.678628,196272068576.0,0.013960796753869964,0.013960796753869964,0.04381686142858521,0.04381686142858521
2017,Czech Republic,3,24.149435,218628940952.0,0.01988320438160529,0.01988320438160529,0.11390755973687128,0.11390755973687128
2018,Czech Republic,2,24.61348,249000540729.0,,0.019215563428295557,,0.1389184782433177
2019,Czech Republic,2,25.020007,252548179965.0,0.01651643733433872,0.01651643733433872,0.014247516192589682,0.014247516192589682
2020,Czech Republic,2,25.205077,245974558654.0,0.007396880424533903,0.007396880424533903,-0.026029177133294,-0.026029177133294
2021,Czech Republic,2,19.698272,281791218507.0,-0.21847999115416317,-0.21847999115416317,0.14561123739378878,0.14561123739378878
2000,Denmark,4,41.454608,164157842127.0,,,,
2001,Denmark,4,40.637426,164791096044.0,-0.01971269394225128,-0.01971269394225128,0.003857591625199941,0.003857591625199941
2002,Denmark,1,39.966891,178634843166.0,,-0.016500429923883453,,0.08400785876382333
2003,Denmark,1,39.957662,218096916362.0,-0.00023091613505787922,-0.00023091613505787922,0.2209091602545259,0.2209091602545259
2004,Denmark,1,38.60587,251374821136.0,-0.03383060800704496,-0.03383060800704496,0.1525831053877209,0.1525831053877209
2005,Denmark,1,38.48639,264466895451.0,-0.003094866143413033,-0.003094866143413033,0.05208188415941972,0.05208188415941972
2006,Denmark,1,38.58812,282885978374.0,0.0026432720761808692,0.0026432720761808692,0.06964608138039208,0.06964608138039208
2007,Denmark,1,38.765757,319423375611.0,0.004603411619949371,0.004603411619949371,0.12915944949627156,0.12915944949627156
2008,Denmark,1,38.584203,353358901702.0,-0.0046833601108318135,-0.0046833601108318135,0.10623995825630295,0.10623995825630295
2009,Denmark,1,37.188637,321243301145.0,-0.03616936184997788,-0.03616936184997788,-0.09088663226626226,-0.09088663226626226
2010,Denmark,1,36.285269,321995279402.0,-0.02429150603180219,-0.02429150603180219,0.002340837160867526,0.002340837160867526
2011,Denmark,2,36.418995,344003137611.0,,0.0036854074307677287,,0.06834838774615681
2012,Denmark,4,36.487655,327148943812.0,,0.0018852799205468784,,-0.04899430254051573
2013,Denmark,4,36.12487,343584391648.0,-0.009942677872831096,-0.009942677872831096,0.05023842548440216,0.05023842548440216
2014,Denmark,4,35.959236,352993631618.0,-0.004585040721253875,-0.004585040721253875,0.027385527977183965,0.027385527977183965
2015,Denmark,3,36.129014,302673070847.0,,0.004721401756144106,,-0.14255373543241578
2016,Denmark,1,36.10596,313115929314.0,,-0.0006381021081836025,,0.0345021063082247
2017,Denmark,1,36.034033,332121063806.0,-0.0019921087820404804,-0.0019921087820404804,0.06069679857437471,0.06069679857437471
2018,Denmark,1,35.551384,356841216410.0,-0.01339425425957741,-0.01339425425957741,0.07443114965583653,0.07443114965583653
2019,Denmark,3,35.596262,346498737962.0,,0.0012623418542581089,,-0.028983418877590594
2020,Denmark,5,35.391578,355222449505.0,,-0.005750154328002188,,0.02517674838964834
2021,Denmark,5,35.468349,398303272764.0,0.0021691883871355344,0.0021691883871355344,0.12127843642492997,0.12127843642492997
2000,Estonia,2,21.941463,5686579748.0,,,,
2001,Estonia,2,21.481993,6254649539.0,-0.020940718492654775,-0.020940718492654775,0.09989656633230082,0.09989656633230082
2002,Estonia,2,22.68821,7367975888.0,0.056150143983381806,0.056150143983381806,0.17799979712020764,0.17799979712020764
2003,Estonia,1,23.000293,9874013098.0,,0.01375529404919984,,0.340125598684641
2004,Estonia,1,21.860916,12145911801.0,-0.049537499370116755,-0.049537499370116755,0.2300886863782039,0.2300886863782039
2005,Estonia,1,19.796496,14106790200.0,-0.09443428628516748,-0.09443428628516748,0.16144349070924058,0.16144349070924058
2006,Estonia,1,18.730058,17022870405.0,-0.05387003841487914,-0.05387003841487914,0.20671465043833992,0.20671465043833992
2007,Estonia,2,18.693093,22449129483.0,,-0.001973565698515145,,0.3187628730584817
2008,Estonia,2,17.866281,24341678629.0,-0.04423088249761553,-0.04423088249761553,0.08430389906357694,0.08430389906357694
2009,Estonia,2,18.564575,19633031398.0,0.03908446307320479,0.03908446307320479,-0.19343970901785912,-0.19343970901785912
2010,Estonia,1,19.480832,19523477326.0,,0.0493551293256107,,-0.005580089481808659
2011,Estonia,1,19.711999,23213994093.0,0.011866382298250988,0.011866382298250988,0.18902968489559124,0.18902968489559124
2012,Estonia,1,19.914298,23019150071.0,0.0102627338810235,0.0102627338810235,-0.008393386386651769,-0.008393386386651769
2013,Estonia,1,19.486888,25115753366.0,-0.021462468825162673,-0.021462468825162673,0.09108083002774903,0.09108083002774903
2014,Estonia,2,19.638839,26634083965.0,,0.007797602162028072,,0.06045331696302658
2015,Estonia,2,18.446673,22890762090.0,-0.06070450498626723,-0.06070450498626723,-0.14054629698994414,-0.14054629698994414
2016,Estonia,2,18.372549,24072829277.0,-0.004018285573772595,-0.004018285573772595,0.05163948593552492,0.05163948593552492
2017,Estonia,2,18.3984,26924385103.0,0.001407044825407766,0.001407044825407766,0.11845536696945191,0.11845536696945191
2018,Estonia,2,14.595442,30624720196.0,-0.20670047395425684,-0.20670047395425684,0.1374343398686455,0.1374343398686455
2019,Estonia,2,15.741024,31081901909.0,0.07848902417617776,0.07848902417617776,0.014928518859078865,0.014928518859078865
2020,Estonia,1,16.134255,31370395573.0,,0.024981284572083817,,0.009281724935772395
2021,Estonia,1,17.247251,37191166152.0,0.068983414480557,0.068983414480557,0.18554979854987375,0.18554979854987375
2000,Finland,3,33.880178,126019543413.0,,,,
2001,Finland,3,32.616036,129533107312.0,-0.03731214163042473,-0.03731214163042473,0.027881103230830595,0.027881103230830595
2002,Finland,3,32.073611,140404460203.0,-0.01663062304689633,-0.01663062304689633,0.08392721456773766,0.08392721456773766
2003,Finland,3,31.508187,171652458349.0,-0.017628947361118752,-0.017628947361118752,0.22255701920594917,0.22255701920594917
2004,Finland,3,30.837468,197479443979.0,-0.021287134039162492,-0.021287134039162492,0.15046091316379018,0.15046091316379018
2005,Finland,3,31.045475,204885494686.0,0.006745268450704112,0.006745268450704112,0.03750289426471931,0.03750289426471931
2006,Finland,3,30.587988,217089269792.0,-0.014736028358400044,-0.014736028358400044,0.05956388042356564,0.05956388042356564
2007,Finland,2,30.413241,256378067752.0,,-0.005712928879140433,,0.18097991668424607
2008,Finland,2,30.359145,285716311137.0,-0.0017786989554976484,-0.0017786989554976484,0.11443351470056129,0.11443351470056129
2009,Finland,2,29.269925,253497520829.0,-0.035877821987411074,-0.035877821987411074,-0.11276496668946279,-0.11276496668946279
2010,Finland,2,29.423682,249424310817.0,0.0052530711985083745,0.0052530711985083745,-0.016068046735445707,-0.016068046735445707
2011,Finland,2,29.374247,275604356167.0,-0.001680109239897254,-0.001680109239897254,0.10496188308287246,0.10496188308287246
2012,Finland,3,29.37745,258290060228.0,,0.00010904109303622178,,-0.0628230125960294
2013,Finland,3,30.138411,271362405891.0,0.02590289490748865,0.02590289490748865,0.050611106178304555,0.050611106178304555
2014,Finland,3,30.588748,274862826772.0,0.014942294071176976,0.014942294071176976,0.01289943192206966,0.01289943192206966
2015,Finland,2,30.853544,234534382385.0,,0.008656647208967083,,-0.14672207537344673
2016,Finland,1,30.780489,240771351299.0,,-0.00236779930370401,,0.026592983299828843
2017,Finland,1,30.248284,255647979916.0,-0.017290336095700076,-0.017290336095700076,0.06178737020305025,0.06178737020305025
2018,Finland,1,30.347114,275708001768.0,0.003267292782625164,0.003267292782625164,0.078467359134194,0.078467359134194
2019,Finland,3,30.318237,268514916973.0,,-0.0009515567114554146,,-0.02608950320220582
2020,Finland,3,30.969408,271886077382.0,0.021477864956329862,0.021477864956329862,0.012554834744391341,0.012554834744391341
2021,Finland,3,31.316567,296387625264.0,0.011209739624341575,0.011209739624341575,0.09011696412676296,0.09011696412676296
2000,France,5,29.15771,1365639660792.0,,,,
2001,France,5,28.84194,1377657339291.0,-0.010829725654038058,-0.010829725654038058,0.008800036235056652,0.008800036235056652
2002,France,3,28.437236,1501409382971.0,,-0.014031788430320602,,0.08982788401046671
2003,France,1,28.54424,1844544792037.0,,0.00376281295411407,,0.22854220371728395
2004,France,1,28.628794,2119633181634.0,0.0029622088379301914,0.0029622088379301914,0.14913619381029486,0.14913619381029486
2005,France,1,28.869892,2196945232436.0,0.008421521353641381,0.008421521353641381,0.03647425954258798,0.03647425954258798
2006,France,1,27.713788,2320536221305.0,-0.040045317800288194,-0.040045317800288194,0.056255835167980495,0.056255835167980495
2007,France,1,27.761085,2660591246212.0,0.001706623432350618,0.001706623432350618,0.14654157163544013,0.14654157163544013
2008,France,1,27.784969,2930303780828.0,0.0008603410133285472,0.0008603410133285472,0.10137315718827589,0.10137315718827589
2009,France,1,27.845117,2700887366932.0,0.0021647675763107888,0.0021647675763107888,-0.07829100020175217,-0.07829100020175217
2010,France,1,27.847699,2645187882117.0,9.272720958586333e-05,9.272720958586333e-05,-0.02062266109166566,-0.02062266109166566
2011,France,1,27.931896,2865157541994.0,0.0030234814014615807,0.0030234814014615807,0.08315842566954212,0.08315842566954212
2012,France,3,28.121859,2683671716967.0,,0.006800934673392822,,-0.06334235460598625
2013,France,5,28.257742,2811876903329.0,,0.004831935186077052,,0.04777230596106352
2014,France,5,28.619674,2855964488590.0,0.01280824207397746,0.01280824207397746,0.01567905949538706,0.01567905949538706
2015,France,5,29.009213,2439188643163.0,0.013610881801099373,0.013610881801099373,-0.1459317323769539,-0.1459317323769539
2016,France,5,29.027866,2472964344587.0,0.0006430026212707052,0.0006430026212707052,0.013847105068594212,0.013847105068594212
2017,France,3,28.985383,2595151045198.0,,-0.001463524738608113,,0.049409002146938
2018,France,1,28.419659,2790956878747.0,,-0.019517561662028005,,0.07545065013125685
2019,France,1,28.008018,2728870246706.0,-0.014484375058828047,-0.014484375058828047,-0.022245643604810517,-0.022245643604810517
2020,France,2,27.065933,2639008701648.0,,-0.033636260873582624,,-0.03292994423845219
2021,France,2,27.567047,2957879759264.0,0.01851456589359013,0.01851456589359013,0.12082986214364211,0.12082986214364211
2000,Germany,5,43.200817,1947981991012.0,,,,
2001,Germany,5,42.02691,1945790973803.0,-0.027173259246462855,-0.027173259246462855,-0.0011247625589504429,-0.0011247625589504429
2002,Germany,5,42.660082,2078484517475.0,0.015065870890817346,0.015065870890817346,0.06819516867870634,0.06819516867870634
2003,Germany,5,43.367702,2501640388482.0,0.016587403652904342,0.016587403652904342,0.20358865675894533,0.20358865675894533
2004,Germany,5,42.276745,2814353869359.0,-0.025155978981777793,-0.025155978981777793,0.12500337071498713,0.12500337071498713
2005,Germany,4,42.214225,2846864211175.0,,-0.0014788271897470118,,0.01155161835544316
2006,Germany,3,42.514887,2994703642024.0,,0.007122291123430546,,0.051930622566638496
2007,Germany,3,42.157918,3425578382922.0,-0.008396329502181166,-0.008396329502181166,0.14387892506344602,0.14387892506344602
2008,Germany,3,41.849988,3745264093617.0,-0.007304203210414695,-0.007304203210414695,0.09332313406949688,0.09332313406949688
2009,Germany,3,41.205296,3411261212652.0,-0.015404831179402168,-0.015404831179402168,-0.08918006116958122,-0.08918006116958122
2010,Germany,1,39.203424,3399667820000.0,,-0.048582881190806115,,-0.0033985649087795444
